Product ID,Picture URL,Description,Health Facts,Highlights
U349,https://media.ulta.com/i/ulta/2579354?w=78&h=78&fmt=auto,"Kristin Ess Hair's Extra Gentle Conditioner for Sensitive Skin + Scalp, Vegan is perfect for those with sensitive skin + scalp, who need an extra gentle formula and a more subtle fragrance.","Vegan, Cruelty Free","Gently restoring formula leaves the hair soft, shiny and totally weightless, Moisturizing + calming, Softens and smooths the parts of your hair your natural oils can't quite reach, Safe for daily use, For all hair types, Contains Zip-Up Technology: Proprietary strengthening complex designed to ""zip-up"" split ends while targeting weak areas of the hair, smoothing the appearance of damaged cuticles, and helping protect hair from environmental stressors + color fade, Cruelty Free, Color + Keratin Safe, Vegan "
U350,https://media.ulta.com/i/ulta/2606296?w=78&h=78&fmt=auto,"Kitsch's Purple Toning Solid Conditioner Bar is the perfect toning conditioner for all blondes with color-treated, highlighted, or natural hair. Nourishes, detangles, and neutralizes unwanted brassiness and yellow undertones.",,"Enriched with Biotin to boost shine, reduce dullness, and strengthen your hair., Enjoy smoother, stronger, and more vibrant blonde hair after just one use! Use regularly to personalize its toning power, Use after Kitsch Purple Toning Solid Shampoo for maximum results, Reduces single-use plastic: saves two bottles of liquid shampoo or conditioner. "
U351,https://media.ulta.com/i/ulta/2604093?w=78&h=78&fmt=auto,Say hello to carefree scalp days! SheaMoisture Apple Cider Vinegar Anti-Dandruff Conditioner relieves scalp irritation and leaves hair soft and smooth.,,"Fight symptoms of dandruff with SheaMoisture NEW Anti-Dandruff Conditioner!, This conditioner, infused with Apple Cider Vinegar, Salicylic Acid, and Fair Trade Shea Butter, leaves hair soft & smooth., SheaMoisture Anti-Dandruff Collection is designed to care for your scalp's microbiome and strengthen your hair. Helps eliminate flaking & itching associated with dandruff., Use SheaMoisture shampoo and conditioner together to remove buildup, moisturize hair, and overall strengthen for less breakage., SheaMoisture hair products, like this scalp conditioner, are formulated with no parabens, no sulfates, no mineral oil or petrolatum., All SheaMoisture hair care products are ethically traded. "
U352,https://media.ulta.com/i/ulta/2564022?w=78&h=78&fmt=auto,NatureLab. Tokyo's Perfect Repair Conditioner is an antioxidant-rich plant-based conditioning treatment that shields hair from further UV and thermal damage.,"Clean Ingredients, Cruelty Free, Sustainable Packaging Brand, Give Back"," Inspired by Japanese bamboo forests with a hint of green tea and cypress, Cruelty-free"
U353,https://media.ulta.com/i/ulta/2595116?w=78&h=78&fmt=auto,"Briogeo's Be Gentle, Be Kind Aloe+ Oat Milk Ultra Soothing Fragrance-Free Hypoallergenic Conditioner is a hypoallergenic, dermatologist-approved, fragrance- and essential-oil-free, gentle conditioner with nourishing and soothing ingredients for hair and scalp health.","Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand, Give Back","Gentle and free of essential oils, Soothes skin, Calms, nourishes, and hydrates "
U355,https://media.ulta.com/i/ulta/2581858?w=78&h=78&fmt=auto,"DevaCurl's CURLBOND Re-Coiling Cream Conditioner with patented CurlBond Complex re-coils damaged curls, softens, detangles, and works from the inside out to help re-link broken bonds, improve strength, seal split ends and protect from future damage.","Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand","Gives damaged curls ultimate curl flexibility, Internally & externally repairs hair structure, Helps improve strength of damaged hair, Protects against future damage Patented CurlBond Complex color preserves for up to 20 washes, conditions curls, gently and easily detangles , seals split ends, reduces frizz for up to 48 hours, adds shine, enhances curl definition & elasticity and softens curls, Dermatologist co-developed, backed by science & stylist approved, A warm, tropical Cozy Getaway scent that starts with notes of coconut water, casaba melon (a blend of honeydew and cantaloupe), gardenia petals and bitter orange & finishes with warm amber and vanilla bean, Bottle made from 50% recycled ocean bound plastics, Gluten-free, cruelty-free & vegan"
U356,https://media.ulta.com/i/ulta/2584261?w=78&h=78&fmt=auto,"SEEN Deeper Conditioner, Fragrance Free adds intense hydration while promoting a healthy scalp for stronger, healthier, smoother, and more manageable hair. For drier hair types.","Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand, Give Back","Healthier scalp and skin, and beautiful hair, Promotes scalp health, Promotes skin clarity, Smooths and strengthens hair Designed by a Harvard-trained Dermatologist, Award-Winning, Clean, Vegan, Cruelty-Free, For drier hair types. Color-safe/Keratin-safe, Clinically proven to be non-comedogenic (won't clog pores) and non-irritating, Formulated without fragrance, sulfates, silicones, phthalates, parabens, dyes, pore-clogging oils, gluten, formaldehyde/formaldehyde releasers, or animal testing, This product received the National Eczema Association's Seal of Acceptance™. This means those with sensitive or eczema-prone skin can use fragrance free SEEN and enjoy happy, healthy skin and gorgeous hair!"
U357,https://media.ulta.com/i/ulta/2608599?w=78&h=78&fmt=auto,"dpHUE ACV Revitalizing Conditioner helps balance the scalp, activate follicles, and reduce shedding for stronger, fuller, healthier hair.","Vegan, Cruelty Free","Helps to balance the scalp, Helps to reduce hair shedding, Helps to activate hair follicles, Helps support healthy hair growth, Cruelty Free, Vegan "
U359,https://media.ulta.com/i/ulta/2617798?w=78&h=78&fmt=auto,"Odele Purple Conditioner banishes brassiness to keep your blonde, silver + gray hair happy with this salon-grade purple conditioner. Formulated with coconut oil, amaranth, rice protein + violet pigment, it helps neutralize brassy tones and moisturizes to bring out your true colors-natural or not.","Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand, Give Back","Neutralizes brassy tones, Brightens blonde, silver, + gray hair color, Protects color, Best for all hair types + textures, especially those in need of protecting their intended hues Violet Pigmented, Dermatologist Tested, Vegan, 100% Natural fragrance of cucumber, ylang ylang + oak moss, Woman Owned + Operated, Gender Neutral"
U360,https://media.ulta.com/i/ulta/2592988?w=78&h=78&fmt=auto,Living Proof's Full Conditioner sets the foundation for fuller hair by adding volume and moisture while leaving strands softer and shinier.,"Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand, Give Back","Provides balanced conditioning for bouncy, fuller-looking hair, Strengthens and detangles while helping to prevent the formation of split ends, Reduces the damaging effects from thermal and environmental aggressors, Reduces static charge associated with fine and/or thin hair, Protects hair against environmental damage, color fade, and breakage while repairing damage from everyday stressors, Keeps hair cleaner, longer, Best for fine, flat, or thin hair, Cruelty-free. Vegan. Color safe. Safe for chemically treated hair., What's New: Now provides 2x the volume*, and now also repairs and protects hair while providing conditioning that won't weigh down hair, *Based on laboratory testing of Full Shampoo + Conditioner vs. untreated "
U361,https://media.ulta.com/i/ulta/2611248?w=78&h=78&fmt=auto,Escape with Our Sensorial Hair Care Ritual - L'Oréal EverPure Sulfate Free Simply Clean Conditioner with luxurious lather and intense conditioning that envelops hair in nourishment.,"Vegan, Clean Ingredients, Give Back","Bond repair Sulfate free conditioner for damaged hair, strengthens weak hair, Color Conditioner suitable for color treated hair, Deep Conditioner leaves hair soft, smooth & protected from future damage EverPure Bonding Hair Conditioner for all hair types, Hair Conditioner fortifies weak hair, Hair Conditioner intensely conditions, repairs, strengthens & is gentle on color"
U362,https://media.ulta.com/i/ulta/2597995?w=78&h=78&fmt=auto,"Mielle Organic's Mango & Tulsi Nourishing Conditioner nourishes to improve both hair and scalp health. Helps strengthen and intensely moisturize hair. Revives and protects for stronger, shinier and softer hair.","Vegan, Clean Ingredients, Cruelty Free, Give Back","Nourishes, strengthens, moisturizes and protects; provides scalp protection. Rich in vitamin C and Zinc, Maintains moisture in scalp, Helps maintain good scalp health and improve blood circulation, Strengthens roots to help reduce hair loss, Helps promotes hair growth Increases shine"
U363,https://media.ulta.com/i/ulta/2592980?w=78&h=78&fmt=auto,"Living Proof's No Frizz Conditioner sets the foundation for frizz-free hair by blocking humidity and enhancing shine for smoother, healthier-looking hair.","Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand, Give Back","Conditions and nourishes, Effectively blocks humidity, Noticeably smoother hair after just one wash, Repairs surface damage for healthier-looking hair, Reduces the damaging effects from thermal and environmental aggressors, Strengthens and detangles strands while helping to prevent the formation of new split ends, Protects hair against environmental damage, color fade, and breakage while repairing damage from everyday stressors, Keeps hair cleaner, longer, Best for frizz-prone hair, Cruelty-free. Vegan. Color-safe. Safe for chemically treated hair., What's New: Now delivers noticeably smoother hair after just one wash and features new humidity-fighting ingredients while repairing and protecting against damage.*, *After 1 use of No Frizz Shampoo + Conditioner v. untreated "
U364,https://media.ulta.com/i/ulta/2620121?w=78&h=78&fmt=auto,"Garnier Fructis Hair Fillers Strength Repair Conditioner now introduces sulfate-free Hair Filler + Vitamin Cg system, formulated with Vitamin Cg + Citric Acid + Repair Care Complex, fills weak, damaged hair with strength.","Vegan, Clean Ingredients, Cruelty Free","Garnier Frutis sulfate-free Hair Filler Vitamin Cg conditioner for weak, damaged hair with Vitamin Cg, Citric Acid, Repair Care Complex, fill hair with strength 7 layers deep for inner fiber repair, outer visible transformation, Up to 79 percent stronger hair with up to 4x less breakage with use of Inner Fiber Repair Treatment and Strength Repair Shampoo, Conditioner, and Serum vs. non-conditioning shampoo, Formulated without sulfates, parabens, phthalates, DMDM Hydantoin, and mineral oil "
U366,https://media.ulta.com/i/ulta/2577887?w=78&h=78&fmt=auto,"Detangle, de-frizz, nourish, hydrate, and protect curls from humidity, heat, and environmental damage with Virtue's silicone-and sulfate-free Curl Conditioner.","Vegan, Cruelty Free","Hydrates hair, Hair is strengthened, nourished, and more manageable For Hair Concerns: Brittle, dry hair with breakage, For Hair Types:, WAVY - Fine/Medium/Thick, CURLY - Fine/Medium/Thick, COILS - Fine/Medium/Thick, COARSE"
U367,https://media.ulta.com/i/ulta/2612436?w=78&h=78&fmt=auto,Curlsmith Essential Moisture Conditioner is an everyday lightweight rinse-out conditioner that provides nourishment and weightless moisture.,"Vegan, Cruelty Free, Sustainable Packaging Brand","Lightweight in texture but rich in moisture, Long lasting frizz control, Helps to smooth the cuticles, Provides great slip to help detangle, Creates a creamy, nourishing lather, Suitable for frequent washes, Safe for color treated hair, Increases moisturization by 87* when used with essential moisture cleanser, Designed for all curls and texture types "
U368,https://media.ulta.com/i/ulta/2302473?w=78&h=78&fmt=auto,"Deeply quench dry, damaged hair and help repair curls with Maui Moisture Heal & Hydrate + Shea Butter Conditioner.",Vegan,"Deeply hydrating conditioner helps nourish curls leaving them soft with a healthy-looking glow, Suitable for daily use on hair that is normal to coarse in texture, Sulfate-free surfactant haircare system is paraben-free, vegan & free of silicones & mineral oil, Quench and repair dry, damaged curls, For best results, use with Heal & Hydrate + Shea Butter Shampoo & Hair Mask "
U369,https://media.ulta.com/i/ulta/2592970?w=78&h=78&fmt=auto,"Living Proof's Perfect Hair Day Conditioner gives dull, dry strands an instant shot of vitality that hydrates, strengthens, and adds shine.","Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand, Give Back","Conditions and hydrates for instantly smoother, softer, and shinier hair, Improves manageability and controls frizz, Reduces flyaways and static charge, Repairs surface damage for healthier-looking hair, Strengthens and detangles strands while helping to prevent the formation of new split ends, Reduces the damaging effects from thermal and environmental aggressors, Protects hair against environmental damage, color fade, and breakage while repairing damage from everyday stressors, Keeps hair cleaner, longer, Best for dull, dry, or already in pretty good shape hair, Cruelty-free. Vegan. Color safe. Safe for chemically treated hair., What's New: Now delivers instant hydration, 68% more shine, and 3x stronger hair* in one wash, and now instantly hydrates hair with conditioning agents that combat dullness and dryness while repairing and protecting, *After 1 use of Perfect Hair Day Shampoo + Conditioner vs. untreated "
U371,https://media.ulta.com/i/ulta/2564039?w=78&h=78&fmt=auto,"Achieve perfect harmony of weightless moisture with this volumizing conditioning treatment from NatureLab. Tokyo. Perfect Volume Conditioner revitalizes the scalp, builds volume and promotes thickness.","Clean Ingredients, Cruelty Free, Sustainable Packaging Brand, Give Back", Inspired by the light aroma of Japanese cherry blossoms
U372,https://media.ulta.com/i/ulta/2577940?w=78&h=78&fmt=auto,"Eva NYC's Lazy Jane Air Dry Contioner's unique, texturizing formula starts styling in the shower by moisturizing and taming frizz for perfectly tousled hair!","Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand, Give Back","Starts styling in the shower by moisturizing & taming frizz, Brings out hair's natural movement without the frizz (or a blow-dryer) for a tousled look that's never high maintenance, Certified cruelty-free through Leaping Bunny, certified vegan & certified GMO-free., Free of Sulfates, Parabens, Phthalates, SLES, MIT/MCIT, Mineral Oil, Nanoparticles, Triclosan, Triclocarban, BHT, BHA, Oxybenzone & Benzophenone, Made with sustainable packaging: Aluminum can made with 25% PCR (post-consumer recycled) aluminum and is curbside recyclable. Plastic pump made with 25% PCR (post-consumer recycled) material and is recyclable via TerraCycle. "
U373,https://media.ulta.com/i/ulta/2534205?w=78&h=78&fmt=auto,"Put hair and mind at ease with Paul Mitchell Tea Tree Lavender Mint Moisturizing Conditioner. Ultra-rich ingredients hydrate, detangle and soften dry hair.","Cruelty Free, Sustainable Packaging Brand, Give Back","NOTE: Paul Mitchell's packaging is getting a makeover and the product you receive may vary from the images that are shown, Hydrates, detangles, softens + quenches dry hair with ultra-rich conditioners, Helps prevent split ends, Ideal for coarse + dry hair types Lavender, mint + tea tree provide a calming aromatherapy-inspired experience, Clear post-consumer recycled (PCR) packaging (bottles + jars made from 100% PCR; tubes made from 25%; excludes pumps, caps + closures) features a label that does not need to be removed prior to recycling as part of Paul Mitchell’s long-standing commitment to the environment, Conditioner bottle has a raised C differentiator to increase accessibility, Color Safe, Paraben Free, Gluten Free"
U374,https://media.ulta.com/i/ulta/2620119?w=78&h=78&fmt=auto,"Garnier Fructis Hair Fillers Moisture Repair Conditioner for Curly, Wavy Hair now introduces sulfate-free Hair Filler + Hyaluronic system, formulated with Hyaluronic Acid + Citric Acid + Repair Care Complex, fills hair with moisture.","Vegan, Clean Ingredients, Cruelty Free","Garnier Frutis sulfate-free Hair Filler Hyaluronic conditioner, formulated with Hyaluronic Acid, Citric Acid, Repair Care Complex, fills hair with moisture for curly, wavy hair, Locks in up to 15X more moisture with up to 100 HR frizz control with use of Inner Fiber Repair Treatment and Moisture Repair Shampoo, Conditioner, and Serum vs. non-conditioning shampoo, Formulated without sulfates, parabens, phthalates, DMDM Hydantoin, and mineral oil "
U375,https://media.ulta.com/i/ulta/2565129?w=78&h=78&fmt=auto,"Pureology's Smooth Perfection Conditioner is gentle to smooth and restore manageability for frizz-prone, color-treated hair.","Vegan, Clean Ingredients, Sustainable Packaging Brand","Smooths and restores manageability, Controls frizz, Provides extraordinary color protection, Contains less than 1% of synthetic fragrances, This product is 100% vegan, Recyclable packaging, TSA approved "
U376,https://media.ulta.com/i/ulta/2579294?w=78&h=78&fmt=auto,"MONDAY Haircare's VOLUME Conditioner incorporates lightly hydrating ingredients to add moisture to thin, flat or lifeless hair without weighing it down.",,"Suitable for straight and/or fine hair, Ensures weightless hydration, No SLS or parabens, Clean ingredients, Dermatologically tested, Cruelty-free, Vegan, Sustainable packaging, Bottles are 100% recyclable "
U377,https://media.ulta.com/i/ulta/2283710?w=78&h=78&fmt=auto,"Turn your curls into waves full of bounce and shine with the OGX Quenching + Coconut Curls Conditioner for curly hair. Designed to enhance the natural softness of medium to coarse textured hair, this conditioner also quenches and hydrates your decadent spirals, leaving them looking smooth & bouncy.",,"Curl-enhancing, Helps detangle & add shine to your curly hair OGX's rich, hydrating formula enriches curls, Sulfate-free surfactants, paraben-free, Coconut milk, tangerine and warm vanilla scent"
U378,https://media.ulta.com/i/ulta/2609884?w=78&h=78&fmt=auto,"Carol's Daughter Born To Repair Nourishing Conditioner, blended with Shea Butter, Amazonian Nut Oil and Babassu Oil, hydrates and helps detangle for healthy-looking hair.","Vegan, Clean Ingredients, Cruelty Free, Give Back","Carol's Daughter Born To Repair Nourishing Conditioner, blended with sustainably-sourced Shea Butter, Amazonian Nut Oil and Babassu Oil, intensely hydrates and helps detangle hair for healthy-looking curls and coils, This collection is a line of clean and color-caring formulas that help repair the strength and improve smoothness of curls and coils while caring for them, so every curl type and hair texture can flourish from wash to style, Repairs damage, Strengthens, Smooths, Hydrates, Detangles, Vegan Blended with Shea Butter, Babassu Oil and Amazonian Nut Oil"
U379,https://media.ulta.com/i/ulta/2047429?w=78&h=78&fmt=auto,"Get hair into shape with The Conditioner from Paul Mitchell. This hydrating leave-in contains moisture-balancing awapuhi. It's great on skin, too!","Vegan, Cruelty Free, Sustainable Packaging Brand, Give Back","Leave-in conditioner smooths hair, reduces static + prevents dryness, Infused with Hawaiian awapuhi to help balance moisture, Lightweight conditioners improve hair texture, Doubles as an excellent moisturizer for the skin, Ideal for all hair types Refreshing herbal scent of lavender and rosemary, Color safe, Paraben free, Gluten free"
U380,https://media.ulta.com/i/ulta/2620118?w=78&h=78&fmt=auto,"Garnier Fructis Hair Fillers Color Repair Conditioner now introduces sulfate-free Hair Filler + Ceramide system, formulated with Ceramide + Citric Acid + Repair Care Complex, fills hair with color vibrancy.","Vegan, Clean Ingredients, Cruelty Free","Garnier Frutis sulfate-free Hair Filler Ceramide conditioner, formulated with Ceramide, Citric Acid, Repair Care Complex, fills hair with color vibrancy for colored, bleached hair, Reverse up to 1 year of damage for smoothness and get up to 9X smoother hair and 4 weeks vibrant color with use of Inner Fiber Repair Treatment and Color Repair Shampoo, Conditioner, and Serum vs. non-conditioning shampoo, Formulated without sulfates, parabens, phthalates, DMDM Hydantoin, and mineral oil "
U381,https://media.ulta.com/i/ulta/2577946?w=78&h=78&fmt=auto,"Eva NYC's Tone It Down Blonde Conditioner neutralizes brass for cool-toned blonde hair that's bright, shiny, and soft. Time to kick some serious brass!","Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand, Give Back","Ultra-violet pigments neutralize yellow to brassy tones, for salon-fresh blonde every time, Nutrient-rich & sulfate-free to provide gentle cleansing, Certified cruelty-free through Leaping Bunny, certified vegan & certified GMO-free, Free of Sulfates, Parabens, Phthalates, SLES, MIT/MCIT, Mineral Oil, Nanoparticles, Triclosan, Triclocarban, BHT, BHA, Oxybenzone & Benzophenone, Made with sustainable packaging: Aluminum can made with 25% PCR (post-consumer recycled) aluminum and is curbside recyclable. Plastic pump made with 25% PCR (post-consumer recycled) material and is recyclable via TerraCycle. "
U382,https://media.ulta.com/i/ulta/2149484?w=78&h=78&fmt=auto,Hydrate & restore hair with OGX Nourishing + Coconut Milk Conditioner.,,"OGX Nourishing + Coconut Milk Moisturizing Conditioner to hydrate & restore dry, damaged hair, Conditioner with an intensely moisturizing formula delivers immediate softness after the first use, New LipiPro Shield (TM) Technology delivers 2x more protein & lipid protection** for healthy hair, **vs. non-conditioning shampoo, with continuous use, Conditioner supports hair’s protein & lipid barrier for your heathiest hair, Use this coconut & white peach scented conditioner with OGX shampoo for you hair routine, New & improved texturizing conditioner gives you healthy hair in just 1 wash "
U383,https://media.ulta.com/i/ulta/2579281?w=78&h=78&fmt=auto,"Bumble and bumble Curl 3-in-1 Moisturizing Conditioner is enhanced with a rich blend of oils and butters. It can be used three different ways: as a rinse-out, leave-in, or co-wash to leave hair shiny, deeply moisturized, and reduce frizz.","Cruelty Free, Sustainable Packaging Brand","Oil-infused, Reduces Frizz, Moisturizes, Shine, Detangles, Gentle, Color-safe, Gluten Free, All Curl Patterns: Coily (4C-4A), Curly (3C-3A), Wavy (2C-2A), All Diameters: Fine, Medium, Thick, All Conditions: Untreated, Color-Treated, Dry, or hair damaged from Heat, Chemical, or Physical styling, Ideal for all hair types and curl patterns seeking moisture and reduced frizz, 2021 Glamour Beauty Award Winner "
U384,https://media.ulta.com/i/ulta/2598751?w=78&h=78&fmt=auto,"Biolage Strength Recovery Conditioner infused with vegan squalane is a rinse-off conditioner for damaged hair that strengthens and moisturizes. Love Advanced Keratindose or Advanced Fiberstrong? Meet Strength Recovery, formulated with vegan squalane for ultimate damage repair.","Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand","Strengthens damaged hair for shiny-looking and softer-feeling hair, Creamy texture that leaves hair stronger, Suitable for color-treated hair "
U386,https://media.ulta.com/i/ulta/2577270?w=78&h=78&fmt=auto,Healthy SexyHair Bright Blonde Conditioner (formerly Blonde SexyHair) helps counteract brassiness and keeps hair hydrated and bright. This conditioner is color safe.,"Cruelty Free, Sustainable Packaging Brand, Give Back","Helps counteract brassiness, Helps hair keep hydrated and bright, Color-safe, For all hair types, This bottle is made with up to 95% PCR and is continuously recyclable. PCR or Post Consumer Resin is discarded plastic that has been recycled, reused, cleaned and reprocessed "
U388,https://media.ulta.com/i/ulta/2302491?w=78&h=78&fmt=auto,"Repair and revive your senses and your hair with this OGX Extra Strength Damage Repair + Coconut Miracle Oil Conditioner. Ideal for dry, coarse or frizzy hair, the hydrating conditioner helps tame flyaways as it bring out natural smoothness.",,"Ideal for dry or frizzy hair, the hydrating conditioner helps tame flyaways & brings out shine, Pleasant coconut milk, tangerine, & warm vanilla scent leaves tresses smelling irresistibly good, The sulfate-free surfactant haircare system is paraben-free, gentle & leaves hair feeling nourished, helps transform thick, coarse hair into silky perfection, leaving smooth strands, Repair & revive your hair, For a full repairing frizzy hair care routine, pair with OGX Coconut Miracle Oil Shampoo "
U389,https://media.ulta.com/i/ulta/2592981?w=78&h=78&fmt=auto,"Living Proof's Restore Conditioner brings weak, damaged hair back from the brink while repairing and protecting hair, leaving it visibly healthier.","Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand, Give Back","Deeply conditions and fortifies weak, damaged, colored, or chemically treated hair, Reduces breakage and damage-induced flyaways and static, Over 70% reduction in breakage with one wash*, Reverses surface damage by sealing the cuticle for healthier-looking hair, Strengthens and detangles strands while helping to prevent the formation of new split ends, Reduces the damaging effects from thermal and environmental aggressors, Protects hair against environmental damage, color fade, and breakage while repairing damage from everyday stressors, Keeps hair cleaner longer, Best for colored, chemically treated, weakened, or damaged hair, Cruelty-free. Vegan. Color safe. Safe for chemically treated hair., What's New: Now prevents 70% of damage*, reinforces hair strength with new emollient ingredients, and repairs and protects from all sources of damage. Now has even more strengthening and reparative benefits to leave hair 4x stronger.*, *After 1 use of Restore Shampoo + Conditioner vs. untreated "
U390,https://media.ulta.com/i/ulta/2619837?w=78&h=78&fmt=auto,"Bumble and bumble's Thickening Volume Conditioner is a lightweight hair thickening conditioner that instantly plumps each strand from roots to ends for a thicker, fuller look. New formula, same name - now with even more strand-plumping ingredients.","Cruelty Free, Sustainable Packaging Brand","Volume, Detangles, Ideal for Fine to Medium hair types seeking a lightweight volumizing shampoo, Diameters: Fine to Medium, Condition: Untreated, Color-Treated, Dry, Color Safe "
U391,https://media.ulta.com/i/ulta/2617822?w=78&h=78&fmt=auto,"Help heal & quench dry, damaged curls with Maui Moisture Heal & Hydrate + Shea Butter Conditioner. The hydrating conditioner for curly & coily hair is infused with the scents of fresh citrus, melon & shea butter & contains coconut & macadamia oils to soften curls for healthy-looking hair.",Vegan,This hydrating formula is safe for color-treated hair & suitable for daily use on curls with balanced to coarse texture 
U392,https://media.ulta.com/i/ulta/2565114?w=78&h=78&fmt=auto,"Pureology's Nanoworks Gold Conditioner is a creamy, restorative conditioner that strengthens dull, coarse, brittle, or very dry color-treated hair and renews shine.","Vegan, Clean Ingredients, Sustainable Packaging Brand","Strengthens hair, Renews softness, manageability, and shine, Provides extraordinary color protection, Contains less than 1% of synthetic fragrances, This product is 100% vegan, Recyclable packaging, TSA approved "
U393,https://media.ulta.com/i/ulta/2565550?w=78&h=78&fmt=auto,PATTERN's silicone-free Lightweight Conditioner is ideal for fine or thin hair. All hair types can use this Biotin-infused formula as a co-wash or for daily conditioning to deliver weightless moisture. It softens and strengthens while locking in hydration.,,"A daily conditioner that won't weigh down curls, Softens and strengthens, Detangles while locking in hydration, Serves as a great co-wash, Infused with Coconut Oil, Irish Moss and Biotin to fortify while providing slippage., Ideal for fine hair, Great for curls 3B-4C, Founder Tracee Ellis Ross picked this fragrance to be clean and not overpowering. Notes are Neroli, Rose and Patchouli. "
U394,https://media.ulta.com/i/ulta/2503866?w=78&h=78&fmt=auto,"Redken's Extreme Conditioner detangles, strengthens, and protects distressed, brittle hair. This professional product leaves hair healthy, nourished, and resilient against hair damage.",Sustainable Packaging Brand,"For dry, damaged hair Strengthens damaged hair, leaving it feeling healthy and resilient, Manages and treats damaged hair with the complete Extreme Shampoo and Conditioner hair care system, 73% reduction in breakage*, *With a system of Extreme Shampoo, Conditioner and Anti-Snap "
U395,https://media.ulta.com/i/ulta/2607873?w=78&h=78&fmt=auto,"Ouidad's Unbreakable Bonds Bond Building Conditioner is a hydrating, dermatologist tested conditioner that works to improve the look of hair health and repair damage. It's fragrance-free and hypoallergenic for even the most sensitive of scalps.","Cruelty Free, Sustainable Packaging Brand","Moisturizing, silicone-free conditioner infused with bond building technology that hydrates and strengthens curls, Fragrance-free formula is great for sensitive scalps, Dermatologist tested and hypoallergenic, Low pH helps keep curls hydrated and prevents natural oils from being stripped, Infused with hyaluronic acid, ceramides, and collagen "
U396,https://media.ulta.com/i/ulta/2581056?w=78&h=78&fmt=auto,"Bumble and bumble Super Rich conditioner is a luxe creamy conditioner for every day. Formulated for all hair types, this moisturizing conditioner detangles, softens, and adds shine to hair.","Cruelty Free, Sustainable Packaging Brand","Detangles, Softens, Restores Luster and Bounce, Hydrates, Adds Shine "
U397,https://media.ulta.com/i/ulta/2576146?w=78&h=78&fmt=auto,Bed Head's Resurrection Repair Conditioner helps to visibly revive and repair the signs of damage to leave hair looking smooth and healthy.,,"Professional damage repair conditioner for damaged hair, Safe to use on coloured hair "
U398,https://media.ulta.com/i/ulta/2565141?w=78&h=78&fmt=auto,"Pureology's Strength Cure Blonde Purple Conditioner is a creamy, purple conditioner that tones and fortifies brassy, damaged and lightened hair.","Vegan, Clean Ingredients, Sustainable Packaging Brand","Tones and neutralizes brassiness, Strengthens and fortifies lightened or blonde hair, Provides extraordinary color protection, Contains less than 1% of synthetic fragrances, This product is 100% vegan, Recyclable packaging, TSA approved "
U399,https://media.ulta.com/i/ulta/2600783?w=78&h=78&fmt=auto,"Turn broken into bonded with Fekkai Super Strength+ Conditioner! This hair strengthening conditioner delivers an immediate anti-breakage benefit with triple action: bonding, repair and protection for 3x stronger* hair.","Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand","Transformation is amplified by proprietary Powerbond technology, scientifically proven to penetrate hair fibers and repair the three key hair bonds., Fekkai's anti breakage conditioner is designed to deliver intense nourishment and an antioxidant shield while protecting breakage-prone hair against frizz, detangle, and leave hair 4x smoother.*, As a bonding conditioner, it repairs damaged bonds resulting from chemical treatments, heat styling or environmental aggressors., Suitable for color and keratin-treated hair., Formulated with scalp-friendly pH levels 4.0 - 5.5. "
U400,https://media.ulta.com/i/ulta/2540177?w=78&h=78&fmt=auto,"Biolage All-In-One Multi-Benefit Spray infused with coconut oil is for everyone, everywhere, and every time. No matter the hair texture or hair moment, this multi-tasking spray is your new go to for controlled, healthy looking hair.","Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand","Multi-tasking spray for all hair types and textures, Improves manageability, Helps even porous hair, Reduces dryness, Detangles, Instant results, Primes hair for styling, Helps prevent breakage from brushing, Safe for color-treated hair, Helps prevent split ends, Heat protectant, Helps seal in hair cuticle and helps shield against external aggressors, Gives a silky touch, Adds shine, Controls frizz and anti-static controls fly-aways, Makes blow-drying easier, Lightweight results, Vegan Formula, Sulfate-free and paraben-free, No Artificial Colorants, No Heavy Waxes, Infused with coconut oil, Features the floral heritage Biolage scent with notes of mandarin, rose and sandalwood "
